0.88331 0.71575 0.00485 0.03177
0.89762 0.91080 0.00548 -0.25938
0.91584 0.71560 0.00029 0.03502
0.93015 0.91072 0.00099 -0.25757
0.94836 0.71559 -0.00416 0.03543
0.96268 0.52052 -0.00345 0.32680
0.97309 0.71569 0.00309 0.03303
0.98740 0.91077 0.00375 -0.25868
1.00562 0.71560 -0.00143 0.03518
1.01993 0.52050 -0.00072 0.32742
1.03034 0.71563 0.00583 0.03451
1.04465 0.91067 0.00652 -0.25633
1.06286 0.71545 0.00139 0.03840
1.07717 0.91055 0.00216 -0.25385
1.09538 0.71540 -0.00292 0.03952
1.10969 0.91056 -0.00213 -0.25409
1.12790 0.71547 -0.00721 0.03792
1.14221 0.52046 -0.00645 0.32832
1.15262 0.71567 0.00011 0.03361
1.16693 0.52054 0.00079 0.32633
1.17735 0.71566 0.00731 0.03390
1.19166 0.91067 0.00799 -0.25647
1.20987 0.71544 0.00286 0.03872
1.22418 0.91052 0.00364 -0.25306
1.24239 0.71534 -0.00143 0.04077
1.25670 0.91049 -0.00061 -0.25236
1.27491 0.71537 -0.00566 0.04013
1.28922 0.52033 -0.00485 0.33102
1.29962 0.71552 0.00177 0.03681
1.31393 0.91062 0.00250 -0.25531
1.33214 0.71546 -0.00260 0.03816
1.34645 0.52038 -0.00184 0.33002
1.35686 0.71553 0.00476 0.03676
1.37117 0.91058 0.00550 -0.25442
1.38938 0.71538 0.00041 0.03999
1.40369 0.91050 0.00121 -0.25256
1.42190 0.71536 -0.00384 0.04050
1.43621 0.52029 -0.00303 0.33197
1.44661 0.71545 0.00360 0.03833
1.46092 0.91052 0.00437 -0.25322
1.47913 0.71534 -0.00069 0.04084
1.49344 0.91047 0.00012 -0.25206
1.51165 0.71535 -0.00492 0.04066
1.52596 0.52030 -0.00410 0.33179
1.53636 0.71548 0.00253 0.03782
1.55067 0.91056 0.00329 -0.25407
1.56888 0.71539 -0.00179 0.03965
1.58319 0.52030 -0.00100 0.33177
1.59360 0.71543 0.00563 0.03877
1.60791 0.91048 0.00641 -0.25213
1.62612 0.71526 0.00137 0.04257
1.64042 0.91036 0.00222 -0.24968
1.65863 0.71521 -0.00277 0.04370
1.67293 0.52013 -0.00190 0.33551
1.68334 0.71528 0.00481 0.04222
1.69764 0.91033 0.00565 -0.24894
1.71585 0.71513 0.00068 0.04552
1.73015 0.91024 0.00159 -0.24695
1.74835 0.71510 -0.00335 0.04624
1.76266 0.91027 -0.00243 -0.24750
1.78086 0.71518 -0.00738 0.04441
1.79517 0.52016 -0.00649 0.33476
1.80557 0.71538 0.00020 0.04004
1.81988 0.52025 0.00101 0.33278
1.83028 0.71536 0.00766 0.04042
1.84459 0.91037 0.00847 -0.24984
1.86280 0.71513 0.00347 0.04550
1.87710 0.91020 0.00438 -0.24608
1.89530 0.71502 -0.00054 0.04798
1.90960 0.91015 0.00042 -0.24487
1.92781 0.71502 -0.00448 0.04794
1.94211 0.51996 -0.00352 0.33921
1.95251 0.71513 0.00327 0.04542
1.96681 0.91021 0.00417 -0.24623
1.98501 0.71503 -0.00075 0.04777
1.99931 0.91016 0.00021 -0.24515
2.01752 0.71503 -0.00470 0.04760
2.03182 0.51998 -0.00375 0.33879
2.04222 0.71516 0.00303 0.04493
2.05652 0.91023 0.00393 -0.24679
2.07472 0.71506 -0.00101 0.04713
2.08903 0.51995 -0.00006 0.33949
2.09942 0.71507 0.00673 0.04679
2.11373 0.91010 0.00766 -0.24377
2.13193 0.71487 0.00279 0.05132
2.14622 0.90995 0.00381 -0.24048
2.16442 0.71477 -0.00100 0.05340
2.17872 0.90991 0.00007 -0.23959
2.19692 0.71478 -0.00472 0.05311
2.21121 0.51973 -0.00366 0.34430
2.22161 0.71490 0.00323 0.05047
2.23591 0.90998 0.00424 -0.24120
2.25411 0.71480 -0.00059 0.05282
2.26840 0.90993 0.00047 -0.24005
2.28660 0.71480 -0.00433 0.05278
2.30090 0.51974 -0.00328 0.34410
2.31129 0.71491 0.00361 0.05038
2.32559 0.90998 0.00461 -0.24116
